Lesotho,2004,Secondary or higher,(blank),(blank),60.2
Liberia,2007,,(blank),(blank),202.4
Liberia,2007,Primary,(blank),(blank),149.8
Liberia,2007,Secondary or higher,(blank),(blank),71.4
Liberia,2007,(blank),(blank),Q1 (Poorest),186.2
Liberia,2007,(blank),(blank),Q2,206.1
Liberia,2007,(blank),(blank),Q3,146.4
Liberia,2007,(blank),(blank),Q4,123.4
Liberia,2007,(blank),(blank),Q5 (Richest),73.8
Madagascar,2008,,(blank),(blank),252.1
Madagascar,2008,Primary,(blank),(blank),172.1
Madagascar,2008,Secondary or higher,(blank),(blank),64.6
Madagascar,2008,(blank),(blank),Q1 (Poorest),232.0
Madagascar,2008,(blank),(blank),Q2,204.5
Madagascar,2008,(blank),(blank),Q3,154.4
Madagascar,2008,(blank),(blank),Q4,110.1
Madagascar,2008,(blank),(blank),Q5 (Richest),64.2
Madagascar,2003,,(blank),(blank),215.8
Madagascar,2003,Primary,(blank),(blank),172.0
Madagascar,2003,Secondary or higher,(blank),(blank),56.8
Madagascar,2003,(blank),(blank),Q1 (Poorest),209.1
Madagascar,2003,(blank),(blank),Q2,213.5
Madagascar,2003,(blank),(blank),Q3,169.7
Madagascar,2003,(blank),(blank),Q4,127.8
Madagascar,2003,(blank),(blank),Q5 (Richest),65.5
Madagascar,1997,,(blank),(blank),230.7
Madagascar,1997,Primary,(blank),(blank),183.1
Madagascar,1997,Secondary or higher,(blank),(blank),104.4
Madagascar,1997,(blank),(blank),Q1 (Poorest),257.4
Madagascar,1997,(blank),(blank),Q2,215.1
Madagascar,1997,(blank),(blank),Q3,193.1
Madagascar,1997,(blank),(blank),Q4,138.6
Madagascar,1997,(blank),(blank),Q5 (Richest),72.8
Malawi,2010,,(blank),(blank),244.3
Malawi,2010,Primary,(blank),(blank),184.2
Malawi,2010,Secondary or higher,(blank),(blank),77.4
Malawi,2010,(blank),(blank),Q1 (Poorest),186.3
Malawi,2010,(blank),(blank),Q2,193.6
Malawi,2010,(blank),(blank),Q3,178.3
Malawi,2010,(blank),(blank),Q4,154.2
Malawi,2010,(blank),(blank),Q5 (Richest),90.1
Malawi,2010,(blank),Rural,(blank),167.4
Malawi,2004,,(blank),(blank),229.8
Malawi,2004,Primary,(blank),(blank),182.8
Malawi,2004,Secondary or higher,(blank),(blank),70.1
Malawi,2004,(blank),(blank),Q1 (Poorest),185.6
Malawi,2004,(blank),(blank),Q2,194.9
Malawi,2004,(blank),(blank),Q3,186.2
Malawi,2004,(blank),(blank),Q4,149.2
Malawi,2004,(blank),(blank),Q5 (Richest),97.2
Malawi,2000,,(blank),(blank),222.9
Malawi,2000,Primary,(blank),(blank),171.8
Malawi,2000,Secondary or higher,(blank),(blank),68.6
Malawi,2000,(blank),Rural,(blank),169.1
Malawi,2000,(blank),(blank),Q1 (Poorest),174.1
Malawi,2000,(blank),(blank),Q2,159.3
Malawi,2000,(blank),(blank),Q3,162.9
Malawi,2000,(blank),(blank),Q4,162.9
Malawi,2000,(blank),(blank),Q5 (Richest),146.3
Mali,2006,(blank),Urban,(blank),142.3
Mali,2006,,(blank),(blank),219.2
Mali,2006,Primary,(blank),(blank),188.2
Mali,2006,Secondary or higher,(blank),(blank),70.6
Mali,2006,(blank),(blank),Q1 (Poorest),222.9
Mali,2006,(blank),(blank),Q2,214.2
Mali,2006,(blank),(blank),Q3,229.2
Mali,2006,(blank),(blank),Q4,196.3
Mali,2006,(blank),(blank),Q5 (Richest),129.6
Mali,2001,,(blank),(blank),215.0
Mali,2001,Primary,(blank),(blank),179.9
Mali,2001,Secondary or higher,(blank),(blank),57.0
Mali,2001,(blank),(blank),Q1 (Poorest),214.9
Mali,2001,(blank),(blank),Q2,247.6
Mali,2001,(blank),(blank),Q3,226.1
Mali,2001,(blank),(blank),Q4,210.4
Mali,2001,(blank),(blank),Q5 (Richest),114.1
Mali,1995,(blank),(blank),Q1 (Poorest),219.7
Mali,1995,(blank),(blank),Q2,223.1
Mali,1995,(blank),(blank),Q3,221.9
Mali,1995,(blank),(blank),Q4,222.5
Mali,1995,(blank),(blank),Q5 (Richest),130.6
Mali,1995,,(blank),(blank),215.6
Mali,1995,Primary,(blank),(blank),180.7
Mali,1995,Secondary or higher,(blank),(blank),68.6
Morocco,2003,(blank),(blank),Q1 (Poorest),55.6
Morocco,2003,(blank),(blank),Q2,41.7
Morocco,2003,(blank),(blank),Q3,40.6
Morocco,2003,(blank),(blank),Q4,25.0
Morocco,2003,(blank),(blank),Q5 (Richest),15.3
Morocco,2003,,(blank),(blank),61.5
Morocco,2003,Primary,(blank),(blank),36.8
Morocco,2003,Secondary or higher,(blank),(blank),11.2
Morocco,2003,(blank),Urban,(blank),26.5
Mozambique,2003,,(blank),(blank),227.6
Mozambique,2003,Primary,(blank),(blank),189.2
Mozambique,2003,Secondary or higher,(blank),(blank),58.2
Mozambique,2003,(blank),(blank),Q1 (Poorest),229.8
Mozambique,2003,(blank),(blank),Q2,203.6
Mozambique,2003,(blank),(blank),Q3,215.5
Mozambique,2003,(blank),(blank),Q4,182.9
Mozambique,2003,(blank),(blank),Q5 (Richest),124.0
Mozambique,1997,(blank),Urban,(blank),174.6
Mozambique,1997,(blank),(blank),Q1 (Poorest),191.9
Mozambique,1997,(blank),(blank),Q2,172.7
Mozambique,1997,(blank),(blank),Q3,166.3
Mozambique,1997,(blank),(blank),Q4,193.9
Mozambique,1997,(blank),(blank),Q5 (Richest),139.2
Mozambique,1997,,(blank),(blank),188.3
Mozambique,1997,Primary,(blank),(blank),175.0
Mozambique,1997,Secondary or higher,(blank),(blank),59.0
Namibia,2006,(blank),(blank),Q1 (Poorest),103.9
Namibia,2006,(blank),(blank),Q2,84.1
Namibia,2006,(blank),(blank),Q3,98.9
Namibia,2006,(blank),(blank),Q4,63.0
Namibia,2006,(blank),(blank),Q5 (Richest),32.7
Namibia,2006,,(blank),(blank),193.2
Namibia,2006,Primary,(blank),(blank),139.0
Namibia,2006,Secondary or higher,(blank),(blank),55.4
Namibia,2006,(blank),Urban,(blank),55.0
Namibia,2000,(blank),(blank),Q1 (Poorest),89.8
Namibia,2000,(blank),(blank),Q2,99.6
Namibia,2000,(blank),(blank),Q3,99.4
Namibia,2000,(blank),(blank),Q4,85.8
Namibia,2000,(blank),(blank),Q5 (Richest),66.9
Namibia,2000,,(blank),(blank),177.7
Namibia,2000,Primary,(blank),(blank),123.4
Namibia,2000,Secondary or higher,(blank),(blank),67.2
Nepal,2011,,(blank),(blank),176.1
Nepal,2011,Primary,(blank),(blank),129.7
Nepal,2011,Secondary or higher,(blank),(blank),49.5
Nepal,2011,(blank),(blank),Q1 (Poorest),103.1
Nepal,2011,(blank),(blank),Q2,105.3
Nepal,2011,(blank),(blank),Q3,95.3
Nepal,2011,(blank),(blank),Q4,72.1
Nepal,2011,(blank),(blank),Q5 (Richest),31.5
Nepal,2006,,(blank),(blank),179.4
Nepal,2006,Primary,(blank),(blank),122.4
Nepal,2006,Secondary or higher,(blank),(blank),57.2
Nepal,2006,(blank),(blank),Q1 (Poorest),115.9
Nepal,2006,(blank),(blank),Q2,134.0
Nepal,2006,(blank),(blank),Q3,112.9
Nepal,2006,(blank),(blank),Q4,100.1
Nepal,2006,(blank),(blank),Q5 (Richest),73.1
Nicaragua,2001,(blank),Rural,(blank),157.8
Nicaragua,2001,(blank),(blank),Q1 (Poorest),199.3
Nicaragua,2001,(blank),(blank),Q2,158.6
Nicaragua,2001,(blank),(blank),Q3,123.1
Nicaragua,2001,(blank),(blank),Q4,89.7
Nicaragua,2001,(blank),(blank),Q5 (Richest),62.6
Nicaragua,2001,,(blank),(blank),222.1
Nicaragua,2001,Primary,(blank),(blank),173.1
Nicaragua,2001,Secondary or higher,(blank),(blank),69.2
Nicaragua,1997,(blank),Rural,(blank),181.2
Nicaragua,1997,,(blank),(blank),260.0
Nicaragua,1997,Primary,(blank),(blank),194.4
Nicaragua,1997,Secondary or higher,(blank),(blank),75.6
Nicaragua,1997,(blank),(blank),Q1 (Poorest),225.0
Nicaragua,1997,(blank),(blank),Q2,187.1
Nicaragua,1997,(blank),(blank),Q3,154.2
Nicaragua,1997,(blank),(blank),Q4,104.6
Nicaragua,1997,(blank),(blank),Q5 (Richest),59.4
Niger,2006,(blank),(blank),Q1 (Poorest),224.1
Niger,2006,(blank),(blank),Q2,218.9
Niger,2006,(blank),(blank),Q3,219.7
Niger,2006,(blank),(blank),Q4,222.8
Niger,2006,(blank),(blank),Q5 (Richest),126.8
Niger,2006,,(blank),(blank),222.1
Niger,2006,Primary,(blank),(blank),156.8
Niger,2006,Secondary or higher,(blank),(blank),43.9
Niger,1998,,(blank),(blank),237.6
Niger,1998,Primary,(blank),(blank),173.5
Niger,1998,Secondary or higher,(blank),(blank),64.2
Niger,1998,(blank),(blank),Q1 (Poorest),257.3
Niger,1998,(blank),(blank),Q2,233.1
Niger,1998,(blank),(blank),Q3,227.0
Niger,1998,(blank),(blank),Q4,244.5
Niger,1998,(blank),(blank),Q5 (Richest),142.0
Niger,1998,(blank),Rural,(blank),242.0
Nigeria,2008,,(blank),(blank),245.3
Nigeria,2008,Primary,(blank),(blank),175.1
Nigeria,2008,Secondary or higher,(blank),(blank),45.6
Nigeria,2008,(blank),(blank),Q1 (Poorest),205.3
Nigeria,2008,(blank),(blank),Q2,184.5
Nigeria,2008,(blank),(blank),Q3,128.5
Nigeria,2008,(blank),(blank),Q4,82.8
Nigeria,2008,(blank),(blank),Q5 (Richest),34.1
Nigeria,2003,(blank),Urban,(blank),84.7
Nigeria,2003,,(blank),(blank),233.7
Nigeria,2003,Primary,(blank),(blank),151.4
Nigeria,2003,Secondary or higher,(blank),(blank),46.2
Nigeria,2003,(blank),(blank),Q1 (Poorest),191.5
Nigeria,2003,(blank),(blank),Q2,166.4
Nigeria,2003,(blank),(blank),Q3,146.7
Nigeria,2003,(blank),(blank),Q4,101.4
Nigeria,2003,(blank),(blank),Q5 (Richest),50.6
Nigeria,1999,,(blank),(blank),222.0
Nigeria,1999,Primary,(blank),(blank),114.8
Nigeria,1999,Secondary or higher,(blank),(blank),36.7
Peru,2004,(blank),(blank),Q1 (Poorest),161.3
Peru,2004,(blank),(blank),Q2,104.8
Peru,2004,(blank),(blank),Q3,76.8
Peru,2004,(blank),(blank),Q4,44.0
Peru,2004,(blank),(blank),Q5 (Richest),19.9
Peru,2004,,(blank),(blank),187.0
Peru,2004,Primary,(blank),(blank),151.0
Peru,2004,Secondary or higher,(blank),(blank),47.6
Peru,2000,,(blank),(blank),154.8
Peru,2000,Primary,(blank),(blank),147.1
Peru,2000,Secondary or higher,(blank),(blank),48.9
Peru,2000,(blank),Rural,(blank),123.8
Peru,2000,(blank),(blank),Q1 (Poorest),164.7
Peru,2000,(blank),(blank),Q2,106.7
Peru,2000,(blank),(blank),Q3,64.5
Peru,2000,(blank),(blank),Q4,42.5
Peru,2000,(blank),(blank),Q5 (Richest),23.5
Peru,1996,(blank),Rural,(blank),141.1
Peru,1996,,(blank),(blank),185.6
Peru,1996,Primary,(blank),(blank),163.8
Peru,1996,Secondary or higher,(blank),(blank),51.5
Peru,1996,(blank),(blank),Q1 (Poorest),168.6
Peru,1996,(blank),(blank),Q2,125.0
Peru,1996,(blank),(blank),Q3,78.1
Peru,1996,(blank),(blank),Q4,47.2
Peru,1996,(blank),(blank),Q5 (Richest),20.7
Philippines,2008,(blank),(blank),Q1 (Poorest),117.4
Philippines,2008,(blank),(blank),Q2,79.2
Philippines,2008,(blank),(blank),Q3,49.5
Philippines,2008,(blank),(blank),Q4,39.5
Philippines,2008,(blank),(blank),Q5 (Richest),20.5
Philippines,2008,,(blank),(blank),161.9
Philippines,2008,Primary,(blank),(blank),116.6
Philippines,2008,Secondary or higher,(blank),(blank),44.2
Philippines,2008,(blank),Rural,(blank),69.6
Philippines,2003,(blank),(blank),Q1 (Poorest),132.9
Philippines,2003,(blank),(blank),Q2,84.6
Philippines,2003,(blank),(blank),Q3,54.8
Philippines,2003,(blank),(blank),Q4,32.6
Philippines,2003,(blank),(blank),Q5 (Richest),20.2
Philippines,2003,,(blank),(blank),114.6
Philippines,2003,Primary,(blank),(blank),130.5
Philippines,2003,Secondary or higher,(blank),(blank),43.1
Philippines,2003,(blank),Rural,(blank),79.4
Philippines,1998,(blank),(blank),Q1 (Poorest),137.8
Philippines,1998,(blank),(blank),Q2,88.9
Philippines,1998,(blank),(blank),Q3,37.5
Philippines,1998,(blank),(blank),Q4,32.8
Philippines,1998,(blank),(blank),Q5 (Richest),13.9
Philippines,1998,,(blank),(blank),84.2
Philippines,1998,Primary,(blank),(blank),119.1
Philippines,1998,Secondary or higher,(blank),(blank),37.0
Philippines,1993,(blank),Urban,(blank),37.3
Philippines,1993,,(blank),(blank),120.8
Philippines,1993,Primary,(blank),(blank),111.1
Philippines,1993,Secondary or higher,(blank),(blank),37.1
Republic of Moldova,2005,Secondary or higher,(blank),(blank),33.8
Republic of Moldova,2005,(blank),(blank),Q1 (Poorest),52.1
Republic of Moldova,2005,(blank),(blank),Q2,65.8
Republic of Moldova,2005,(blank),(blank),Q3,42.0
Republic of Moldova,2005,(blank),(blank),Q4,14.1
Republic of Moldova,2005,(blank),(blank),Q5 (Richest),14.9
Rwanda,2010,,(blank),(blank),116.0
Rwanda,2010,Primary,(blank),(blank),45.2
Rwanda,2010,Secondary or higher,(blank),(blank),18.6
Rwanda,2010,(blank),(blank),Q1 (Poorest),69.4
Rwanda,2010,(blank),(blank),Q2,43.0
Rwanda,2010,(blank),(blank),Q3,32.9
Rwanda,2010,(blank),(blank),Q4,41.5
Rwanda,2010,(blank),(blank),Q5 (Richest),26.8
Rwanda,2010,(blank),Urban,(blank),40.0
Rwanda,2005,(blank),(blank),Q1 (Poorest),49.8
Rwanda,2005,(blank),(blank),Q2,45.9
Rwanda,2005,(blank),(blank),Q3,48.1
Rwanda,2005,(blank),(blank),Q4,45.7
Rwanda,2005,(blank),(blank),Q5 (Richest),33.6
Rwanda,2005,,(blank),(blank),94.1
Rwanda,2005,Primary,(blank),(blank),38.4
Rwanda,2005,Secondary or higher,(blank),(blank),20.9
Rwanda,2000,(blank),Urban,(blank),62.8
Rwanda,2000,,(blank),(blank),86.7
Rwanda,2000,Primary,(blank),(blank),56.5
Rwanda,2000,Secondary or higher,(blank),(blank),43.3
Rwanda,2000,(blank),(blank),Q1 (Poorest),63.1
Rwanda,2000,(blank),(blank),Q2,60.8
Rwanda,2000,(blank),(blank),Q3,63.7
Rwanda,2000,(blank),(blank),Q4,60.2
Rwanda,2000,(blank),(blank),Q5 (Richest),55.8
Sao Tome and Principe,2008,,(blank),(blank),148.1
Sao Tome and Principe,2008,Primary,(blank),(blank),171.9
Sao Tome and Principe,2008,Secondary or higher,(blank),(blank),55.4
Sao Tome and Principe,2008,(blank),(blank),Q1 (Poorest),180.2
Sao Tome and Principe,2008,(blank),(blank),Q2,139.0
Sao Tome and Principe,2008,(blank),(blank),Q3,133.8
Sao Tome and Principe,2008,(blank),(blank),Q4,92.7
Sao Tome and Principe,2008,(blank),(blank),Q5 (Richest),37.7
Senegal,2010,(blank),(blank),Q1 (Poorest),179.8
Senegal,2010,(blank),(blank),Q2,114.5
Senegal,2010,(blank),(blank),Q3,76.9
Senegal,2010,(blank),(blank),Q4,75.2
Senegal,2010,(blank),(blank),Q5 (Richest),45.5
Senegal,2010,,(blank),(blank),142.6
Senegal,2010,Primary,(blank),(blank),91.8
Senegal,2010,Secondary or higher,(blank),(blank),26.3
Senegal,2005,(blank),Urban,(blank),59.1
Senegal,2005,,(blank),(blank),138.6
Senegal,2005,Primary,(blank),(blank),75.5
Senegal,2005,Secondary or higher,(blank),(blank),22.6
Senegal,2005,(blank),(blank),Q1 (Poorest),168.3
Senegal,2005,(blank),(blank),Q2,153.9
Senegal,2005,(blank),(blank),Q3,111.8
Senegal,2005,(blank),(blank),Q4,66.1
Senegal,2005,(blank),(blank),Q5 (Richest),37.1
Senegal,1997,,(blank),(blank),135.8
Senegal,1997,Primary,(blank),(blank),82.6
Senegal,1997,Secondary or higher,(blank),(blank),27.9
Senegal,1997,(blank),(blank),Q1 (Poorest),185.1
Senegal,1997,(blank),(blank),Q2,148.4
Senegal,1997,(blank),(blank),Q3,116.4
Senegal,1997,(blank),(blank),Q4,87.7
Senegal,1997,(blank),(blank),Q5 (Richest),35.8
Sierra Leone,2008,,(blank),(blank),195.2
Sierra Leone,2008,Primary,(blank),(blank),151.8
Sierra Leone,2008,Secondary or higher,(blank),(blank),59.9
Sierra Leone,2008,(blank),(blank),Q1 (Poorest),193.1
Sierra Leone,2008,(blank),(blank),Q2,176.7
Sierra Leone,2008,(blank),(blank),Q3,177.9
Sierra Leone,2008,(blank),(blank),Q4,137.6
Sierra Leone,2008,(blank),(blank),Q5 (Richest),75.8
Sierra Leone,2008,(blank),Urban,(blank),95.6
South Africa,1998,,(blank),(blank),134.2
South Africa,1998,Primary,(blank),(blank),113.2
South Africa,1998,Secondary or higher,(blank),(blank),70.1
South Africa,1998,(blank),(blank),Q1 (Poorest),110.4
South Africa,1998,(blank),(blank),Q2,100.8
South Africa,1998,(blank),(blank),Q3,74.4
South Africa,1998,(blank),(blank),Q4,65.4
South Africa,1998,(blank),(blank),Q5 (Richest),29.6
South Africa,1998,(blank),Urban,(blank),59.0
Swaziland,2006,,(blank),(blank),215.3
Swaziland,2006,Primary,(blank),(blank),156.8
Swaziland,2006,Secondary or higher,(blank),(blank),82.3
Swaziland,2006,(blank),(blank),Q1 (Poorest),152.4
Swaziland,2006,(blank),(blank),Q2,139.0
Swaziland,2006,(blank),(blank),Q3,103.6
Swaziland,2006,(blank),(blank),Q4,86.4
Swaziland,2006,(blank),(blank),Q5 (Richest),91.0
Timor-Leste,2009,,(blank),(blank),73.9
Timor-Leste,2009,Primary,(blank),(blank),105.5
Timor-Leste,2009,Secondary or higher,(blank),(blank),36.0
Timor-Leste,2009,(blank),(blank),Q1 (Poorest),62.6
Timor-Leste,2009,(blank),(blank),Q2,58.0
Timor-Leste,2009,(blank),(blank),Q3,70.6
Timor-Leste,2009,(blank),(blank),Q4,50.8
Timor-Leste,2009,(blank),(blank),Q5 (Richest),35.4
Timor-Leste,2009,(blank),Rural,(blank),58.7
Togo,1998,(blank),Rural,(blank),118.8
Togo,1998,(blank),(blank),Q1 (Poorest),147.3
Togo,1998,(blank),(blank),Q2,133.4
Togo,1998,(blank),(blank),Q3,109.8
Togo,1998,(blank),(blank),Q4,74.3
Togo,1998,(blank),(blank),Q5 (Richest),36.3
Togo,1998,,(blank),(blank),147.5
Togo,1998,Primary,(blank),(blank),78.0
Togo,1998,Secondary or higher,(blank),(blank),22.5
Uganda,2006,(blank),Rural,(blank),174.4
Uganda,2006,(blank),(blank),Q1 (Poorest),228.1
Uganda,2006,(blank),(blank),Q2,196.6
Uganda,2006,(blank),(blank),Q3,162.2
Uganda,2006,(blank),(blank),Q4,151.4
Uganda,2006,(blank),(blank),Q5 (Richest),93.6
Uganda,2006,,(blank),(blank),240.0
Uganda,2006,Primary,(blank),(blank),193.1
Uganda,2006,Secondary or higher,(blank),(blank),74.4
Uganda,2000,,(blank),(blank),259.4
Uganda,2000,Primary,(blank),(blank),217.4
Uganda,2000,Secondary or higher,(blank),(blank),80.9
Uganda,1995,,(blank),(blank),231.4
Uganda,1995,Primary,(blank),(blank),207.9
Uganda,1995,Secondary or higher,(blank),(blank),117.2
Uganda,1995,(blank),(blank),Q1 (Poorest),225.9
Uganda,1995,(blank),(blank),Q2,198.3
Uganda,1995,(blank),(blank),Q3,216.2
Uganda,1995,(blank),(blank),Q4,198.7
Uganda,1995,(blank),(blank),Q5 (Richest),157.6
Ukraine,2007,(blank),(blank),Q1 (Poorest),48.2
Ukraine,2007,(blank),(blank),Q2,36.2
Ukraine,2007,(blank),(blank),Q3,23.5
Ukraine,2007,(blank),(blank),Q4,20.3
Ukraine,2007,(blank),(blank),Q5 (Richest),23.5
Ukraine,2007,Secondary or higher,(blank),(blank),28.2
United Republic of Tanzania,2010,,(blank),(blank),237.7
United Republic of Tanzania,2010,Primary,(blank),(blank),150.2
United Republic of Tanzania,2010,Secondary or higher,(blank),(blank),29.4
United Republic of Tanzania,2010,(blank),(blank),Q1 (Poorest),176.4
United Republic of Tanzania,2010,(blank),(blank),Q2,169.4
United Republic of Tanzania,2010,(blank),(blank),Q3,145.5
United Republic of Tanzania,2010,(blank),(blank),Q4,120.6
United Republic of Tanzania,2010,(blank),(blank),Q5 (Richest),68.2
United Republic of Tanzania,2004,(blank),Urban,(blank),92.3
United Republic of Tanzania,2004,,(blank),(blank),193.6
United Republic of Tanzania,2004,Primary,(blank),(blank),139.4
United Republic of Tanzania,2004,Secondary or higher,(blank),(blank),28.0
United Republic of Tanzania,2004,(blank),(blank),Q1 (Poorest),184.8
United Republic of Tanzania,2004,(blank),(blank),Q2,166.2
United Republic of Tanzania,2004,(blank),(blank),Q3,165.8
United Republic of Tanzania,2004,(blank),(blank),Q4,135.6
United Republic of Tanzania,2004,(blank),(blank),Q5 (Richest),77.3
United Republic of Tanzania,1999,,(blank),(blank),157.1
United Republic of Tanzania,1999,Primary,(blank),(blank),142.2
United Republic of Tanzania,1999,Secondary or higher,(blank),(blank),34.0
United Republic of Tanzania,1999,(blank),(blank),Q1 (Poorest),194.6
United Republic of Tanzania,1999,(blank),(blank),Q2,154.9
United Republic of Tanzania,1999,(blank),(blank),Q3,146.6
United Republic of Tanzania,1999,(blank),(blank),Q4,136.7
United Republic of Tanzania,1999,(blank),(blank),Q5 (Richest),87.0
United Republic of Tanzania,1996,,(blank),(blank),170.0
United Republic of Tanzania,1996,Primary,(blank),(blank),129.7
United Republic of Tanzania,1996,Secondary or higher,(blank),(blank),37.2
United Republic of Tanzania,1996,(blank),(blank),Q1 (Poorest),151.0
United Republic of Tanzania,1996,(blank),(blank),Q2,127.4
United Republic of Tanzania,1996,(blank),(blank),Q3,147.3
United Republic of Tanzania,1996,(blank),(blank),Q4,149.8
United Republic of Tanzania,1996,(blank),(blank),Q5 (Richest),91.7
Uzbekistan,1996,(blank),(blank),Q1 (Poorest),53.2
Uzbekistan,1996,(blank),(blank),Q2,53.2
Uzbekistan,1996,(blank),(blank),Q3,65.0
Uzbekistan,1996,(blank),(blank),Q4,61.4
Uzbekistan,1996,(blank),(blank),Q5 (Richest),44.3
Uzbekistan,1996,Secondary or higher,(blank),(blank),56.0
Zambia,2007,,(blank),(blank),225.2
Zambia,2007,Primary,(blank),(blank),205.5
Zambia,2007,Secondary or higher,(blank),(blank),88.1
Zambia,2007,(blank),(blank),Q1 (Poorest),218.8
Zambia,2007,(blank),(blank),Q2,184.7
Zambia,2007,(blank),(blank),Q3,186.4
Zambia,2007,(blank),(blank),Q4,156.6
Zambia,2007,(blank),(blank),Q5 (Richest),68.7
Zambia,2001,,(blank),(blank),223.2
Zambia,2001,Primary,(blank),(blank),194.6
Zambia,2001,Secondary or higher,(blank),(blank),94.2
Zambia,2001,(blank),(blank),Q1 (Poorest),209.8
Zambia,2001,(blank),(blank),Q2,202.0
Zambia,2001,(blank),(blank),Q3,184.4
Zambia,2001,(blank),(blank),Q4,151.8
Zambia,2001,(blank),(blank),Q5 (Richest),88.0
Zambia,1996,,(blank),(blank),180.5
Zambia,1996,Primary,(blank),(blank),185.2
Zambia,1996,Secondary or higher,(blank),(blank),97.7
Zambia,1996,(blank),(blank),Q1 (Poorest),202.9
Zambia,1996,(blank),(blank),Q2,156.4
Zambia,1996,(blank),(blank),Q3,169.8
Zambia,1996,(blank),(blank),Q4,155.6
Zambia,1996,(blank),(blank),Q5 (Richest),102.4
Zambia,1996,(blank),Rural,(blank),175.2
Zimbabwe,2010,(blank),(blank),Q1 (Poorest),176.4
Zimbabwe,2010,(blank),(blank),Q2,138.5
Zimbabwe,2010,(blank),(blank),Q3,143.0
Zimbabwe,2010,(blank),(blank),Q4,110.6
Zimbabwe,2010,(blank),(blank),Q5 (Richest),48.7
Zimbabwe,2010,Primary,(blank),(blank),187.5
Zimbabwe,2010,Secondary or higher,(blank),(blank),94.2
Zimbabwe,2010,(blank),Rural,(blank),144.0
Zimbabwe,2005,Primary,(blank),(blank),159.3
Zimbabwe,2005,Secondary or higher,(blank),(blank),81.8
Zimbabwe,2005,(blank),(blank),Q1 (Poorest),154.7
Zimbabwe,2005,(blank),(blank),Q2,128.3
Zimbabwe,2005,(blank),(blank),Q3,106.2
Zimbabwe,2005,(blank),(blank),Q4,112.2
Zimbabwe,2005,(blank),(blank),Q5 (Richest),47.4
Zimbabwe,1999,,(blank),(blank),175.6
Zimbabwe,1999,Primary,(blank),(blank),166.3
Zimbabwe,1999,Secondary or higher,(blank),(blank),80.1
Zimbabwe,1999,(blank),Urban,(blank),83.2
Zimbabwe,1999,(blank),(blank),Q1 (Poorest),149.9
Zimbabwe,1999,(blank),(blank),Q2,119.0
Zimbabwe,1999,(blank),(blank),Q3,109.0
Zimbabwe,1999,(blank),(blank),Q4,117.2
Zimbabwe,1999,(blank),(blank),Q5 (Richest),69.9
Zimbabwe,1994,,(blank),(blank),161.5
Zimbabwe,1994,Primary,(blank),(blank),155.6
Zimbabwe,1994,Secondary or higher,(blank),(blank),72.4
Zimbabwe,1994,(blank),(blank),Q1 (Poorest),148.0
Zimbabwe,1994,(blank),(blank),Q2,137.4
Zimbabwe,1994,(blank),(blank),Q3,84.6
Zimbabwe,1994,(blank),(blank),Q4,112.1
Zimbabwe,1994,(blank),(blank),Q5 (Richest),68.1
